Node-Id,Node-Title,authorityCentrality-1-New_Testament,betweennessCentrality-1-New_Testament,betweennessCentrality-1-New_Testament-unscaled,bonacichPowerCentrality-1-New_Testament,brokerage-1-New_Testament,capability-1-New_Testament,capability-2-New_Testament,cliqueCount-2-New_Testament,closenessCentrality-1-New_Testament,closenessCentrality-1-New_Testament-unscaled,clusteringCoefficient-2-New_Testament,cognitiveDemand-1-New_Testament,columnDegreeCentrality-1-New_Testament,columnDegreeCentrality-1-New_Testament-unscaled,columnGiniMeansDifference-1-New_Testament,correlationDistinctiveness-1-New_Testament,correlationDistinctiveness-2-New_Testament,correlationExpertise-1-New_Testament,correlationExpertise-2-New_Testament,correlationResemblance-1-New_Testament,correlationResemblance-2-New_Testament,correlationSimilarity-1-New_Testament,correlationSimilarity-2-New_Testament,diagonal-1-New_Testament,eccentricity-1-New_Testament,eccentricity-1-New_Testament-unscaled,egoBetweennessCentrality-1-New_Testament,eigenvectorCentrality-1-New_Testament,eigenvectorCentrality-1-New_Testament-unscaled,exclusivity-1-New_Testament,exclusivity-1-New_Testament-unscaled,exclusivity-2-New_Testament,exclusivity-2-New_Testament-unscaled,exclusivityComplete-1-New_Testament,exclusivityComplete-1-New_Testament-unscaled,exclusivityComplete-2-New_Testament,exclusivityComplete-2-New_Testament-unscaled,hubCentrality-1-New_Testament,inClosenessCentrality-1-New_Testament,inClosenessCentrality-1-New_Testament-unscaled,inDegreeCentrality-1-New_Testament,inDegreeCentrality-1-New_Testament-unscaled,inInverseClosenessCentrality-1-New_Testament,inInverseClosenessCentrality-1-New_Testament-unscaled,interlockers-1-New_Testament,inverseClosenessCentrality-1-New_Testament,inverseClosenessCentrality-1-New_Testament-unscaled,outDegreeCentrality-1-New_Testament,outDegreeCentrality-1-New_Testament-unscaled,outDegreeCentrality-2-New_Testament,outDegreeCentrality-2-New_Testament-unscaled,pageRankCentrality-1-New_Testament,potentialBoundarySpanner-1-New_Testament,radials-1-New_Testament,rowDegreeCentrality-1-New_Testament,rowDegreeCentrality-1-New_Testament-unscaled,rowDegreeCentrality-2-New_Testament,rowDegreeCentrality-2-New_Testament-unscaled,rowGiniMeansDifference-1-New_Testament,sharedSituationAwareness-1-New_Testament,simmelianTies-1-New_Testament,simmelianTies-1-New_Testament-unscaled,strongComponentCount-2-New_Testament,structuralHolesConstraint-1-New_Testament,structuralHolesEffectiveNetworkSize-1-New_Testament,structuralHolesEfficiency-1-New_Testament,totalDegreeCentrality-1-New_Testament,totalDegreeCentrality-1-New_Testament-unscaled,triadCount-1-New_Testament,weakBoundarySpanner-1-New_Testament,weakComponentMembers-1-New_Testament,
jose,jose,0,0,0,1,1,9.933072e-001,8.230315e-003,0,5.644778e-006,0,0,5.630631e-006,5.630631e-006,1,4.987500e-003,4.156224e-002,7.456140e-003,2.122327e-002,4.968562e-003,9.584377e-001,9.925439e-001,2.506266e-003,0,0,5.555556e-002,1,0,5.000000e-003,3.535534e-003,7.664155e-003,3.678795e-001,2.500000e-003,1,0,0,2.500000e-003,1,0,1.408540e-006,0,5.630631e-006,1,2.506266e-003,1,0,2.506266e-003,1,2.083333e-002,1,5.630631e-006,1,3.613146e-003,0,0,2.083333e-002,1,5.630631e-006,1,4.987500e-003,4.787724e-006,0,0,126,1,1,1,5.630631e-006,1,0,0,69,
joseph,joseph,1.055220e-003,1.424558e-002,1.131113e+003,14,8.000000e-001,9.933072e-001,4.208773e-002,2,1.021172e-005,0,2.000000e-001,7.882883e-005,7.882883e-005,14,6.877500e-002,3.936926e-002,2.636592e-002,2.010345e-002,4.486921e-003,9.606307e-001,9.736341e-001,5.513784e-002,1.581425e-002,0,5.555556e-001,10,8.472222e-001,1.492306e-003,1.055220e-003,0,0,8.758918e-003,3.503567e+000,0,0,7.500000e-003,3,1.055220e-003,1.585473e-006,0,7.882883e-005,14,1.320901e-001,5.270396e+001,0,1.320902e-001,5.270397e+001,2.083333e-002,1,7.882883e-005,14,7.221820e-003,1.516780e-002,0,2.083333e-002,1,7.882883e-005,14,6.877500e-002,1.273535e-004,1.002506e-002,4,0,1.516720e-001,8.797731e+000,9.775257e-001,7.882883e-005,14,5,1,1,
joses,joses,7.627100e-005,1.123995e-003,8.924631e+001,12,5.714286e-001,9.933072e-001,2.297737e-002,2,1.021169e-005,0,4.285714e-001,6.756757e-005,6.756757e-005,12,5.932500e-002,4.083125e-002,1.909774e-002,2.085000e-002,4.579978e-003,9.591687e-001,9.809023e-001,2.005013e-002,1.483277e-002,0,6.111111e-001,11,7.833334e-001,1.078635e-004,7.627100e-005,6.988805e-006,3.354626e-004,1.780504e-005,7.122014e-003,0,0,0,0,7.627100e-005,1.585472e-006,0,6.756757e-005,12,1.106052e-001,4.413145e+001,0,1.106052e-001,4.413146e+001,2.083333e-002,1,6.756757e-005,12,3.471097e-003,1.396219e-003,0,2.083333e-002,1,6.756757e-005,12,5.932500e-002,1.465044e-004,1.253133e-002,5,0,4.611208e-001,5.136404e+000,8.560674e-001,6.756757e-005,12,6,0,1,
judah,judah,6.749587e-006,0,0,1,0,9.933072e-001,8.230315e-003,0,1.021161e-005,0,1,5.630631e-006,5.630631e-006,1,4.987500e-003,4.010025e-002,7.380953e-003,2.047672e-002,4.930873e-003,9.598997e-001,9.926190e-001,3.759398e-002,6.258205e-003,0,7.222222e-001,13,0,9.545357e-006,6.749587e-006,0,0,6.196881e-006,2.478752e-003,0,0,0,0,6.749587e-006,1.585469e-006,0,5.630631e-006,1,7.579344e-002,3.024158e+001,0,7.579347e-002,3.024159e+001,2.083333e-002,1,5.630631e-006,1,1.094111e-003,0,0,2.083333e-002,1,5.630631e-006,1,4.987500e-003,4.787724e-006,0,0,0,1,1,1,5.630631e-006,1,0,0,1,
judas,judas,3.171042e-003,3.327795e-003,2.642302e+002,36,7.424242e-001,9.933072e-001,6.248342e-002,8,1.021170e-005,0,2.575758e-001,2.027027e-004,2.027027e-004,36,1.770250e-001,3.936926e-002,3.100251e-002,2.010345e-002,4.316704e-003,9.606307e-001,9.689975e-001,5.513784e-002,1.757525e-002,0,5.555556e-001,10,8.151516e-001,4.484530e-003,3.171042e-003,0,0,1.208361e-003,4.833443e-001,0,0,0,0,3.171042e-003,1.585472e-006,0,2.027027e-004,36,1.154772e-001,4.607539e+001,1,1.154772e-001,4.607540e+001,2.083333e-002,1,2.027027e-004,36,9.537362e-003,1.377921e-003,0,2.083333e-002,1,2.027027e-004,36,1.770250e-001,9.853137e-004,2.756892e-002,11,0,2.313158e-001,9.979012e+000,9.071829e-001,2.027027e-004,36,11,0,1,
julia,julia,4.330127e-003,0,0,2,6.666667e-001,9.933072e-001,1.011736e-002,1,5.658997e-006,0,3.333333e-001,1.126126e-005,1.126126e-005,2,9.950000e-003,4.145781e-002,9.924812e-003,2.116995e-002,4.962154e-003,9.585422e-001,9.900752e-001,5.012531e-003,1.670844e-003,0,5.555556e-002,1,0,6.123724e-003,4.330127e-003,2.819485e-003,1.353353e-001,1.839397e-003,7.357589e-001,0,0,0,0,4.330127e-003,1.409424e-006,0,1.126126e-005,2,5.012531e-003,2,0,5.012531e-003,2,2.083333e-002,1,1.126126e-005,2,3.613706e-003,0,0,2.083333e-002,1,1.126126e-005,2,9.950000e-003,1.053299e-005,5.012531e-003,2,206,1.125000e+000,1,5.000000e-001,1.126126e-005,2,1,0,104,
julius,julius,1.080958e-004,0,0,3,1,9.933072e-001,8.230315e-003,0,1.021160e-005,0,0,1.689189e-005,1.689189e-005,3,1.496250e-002,4.072682e-002,7.167920e-003,2.079667e-002,4.824090e-003,9.592732e-001,9.928321e-001,2.255639e-002,2.260585e-002,0,7.777778e-001,14,0,1.528705e-004,1.080958e-004,2.571038e-006,1.234098e-004,0,0,0,0,0,0,1.080958e-004,1.585469e-006,0,1.689189e-005,3,7.167716e-002,2.859919e+001,0,7.167717e-002,2.859919e+001,2.083333e-002,1,1.689189e-005,3,1.564762e-003,0,0,2.083333e-002,1,1.689189e-005,3,1.496250e-002,4.308952e-005,0,0,0,1,1,1,1.689189e-005,3,0,0,1,
junia,junia,0,0,0,1,1,9.933072e-001,8.230315e-003,0,5.644778e-006,0,0,5.630631e-006,5.630631e-006,1,4.987500e-003,4.156224e-002,7.456140e-003,2.122327e-002,4.968562e-003,9.584377e-001,9.925439e-001,2.506266e-003,0,0,5.555556e-002,1,0,5.000000e-003,3.535534e-003,7.664155e-003,3.678795e-001,2.500000e-003,1,0,0,2.500000e-003,1,0,1.408540e-006,0,5.630631e-006,1,2.506266e-003,1,0,2.506266e-003,1,2.083333e-002,1,5.630631e-006,1,3.613011e-003,0,0,2.083333e-002,1,5.630631e-006,1,4.987500e-003,4.787724e-006,0,0,29,1,1,1,5.630631e-006,1,0,0,18,
jupiter,jupiter,3.691165e-005,6.754351e-004,5.363022e+001,2,6.666667e-001,9.933072e-001,1.011736e-002,1,1.021170e-005,0,3.333333e-001,1.126126e-005,1.126126e-005,2,9.950000e-003,4.093567e-002,9.561404e-003,2.090332e-002,4.779537e-003,9.590643e-001,9.904386e-001,1.754386e-002,1.865683e-002,0,6.666667e-001,12,1,5.220096e-005,3.691165e-005,1.899754e-005,9.118820e-004,0,3.354627e-004,0,0,0,0,3.691165e-005,1.585472e-006,0,1.126126e-005,2,1.151651e-001,4.595086e+001,0,1.151651e-001,4.595087e+001,2.083333e-002,1,1.126126e-005,2,1.228344e-003,5.034126e-003,0,2.083333e-002,1,1.126126e-005,2,9.950000e-003,1.053299e-005,5.012531e-003,2,0,8.617659e-001,1.187500e+000,5.937500e-001,1.126126e-005,2,1,0,1,
justus,justus,2.628655e-003,0,0,1,1,9.933072e-001,8.230315e-003,0,5.673287e-006,0,0,5.630631e-006,5.630631e-006,1,4.987500e-003,4.135338e-002,7.443609e-003,2.111662e-002,4.962280e-003,9.586466e-001,9.925564e-001,7.518797e-003,1.253133e-003,0,1.666667e-001,3,0,5.257301e-003,3.717473e-003,1.037231e-003,4.978707e-002,9.196986e-004,3.678795e-001,0,0,0,0,2.628656e-003,1.410309e-006,0,5.630631e-006,1,4.594821e-003,1.833333e+000,0,4.594821e-003,1.833333e+000,2.083333e-002,1,5.630631e-006,1,2.535481e-003,0,0,2.083333e-002,1,5.630631e-006,1,4.987500e-003,4.787724e-006,0,0,210,1,1,1,5.630631e-006,1,0,0,105,
king_solomon,king_solomon,2.003862e-003,2.241785e-003,178,4,6.666667e-001,9.933072e-001,1.011736e-002,0,1.021167e-005,0,3.333333e-001,2.252252e-005,2.252252e-005,4,1.990000e-002,3.957811e-002,9.360902e-003,2.021010e-002,4.678783e-003,9.604219e-001,9.906391e-001,5.012531e-002,2.479856e-002,0,6.111111e-001,11,1,2.833889e-003,2.003862e-003,0,0,2.500000e-003,1,0,0,2.500000e-003,1,2.003862e-003,1.585471e-006,0,2.252252e-005,4,9.282567e-002,3.703744e+001,0,9.282567e-002,3.703745e+001,2.083333e-002,1,2.252252e-005,4,2.446678e-003,8.354193e-003,0,2.083333e-002,1,2.252252e-005,4,1.990000e-002,3.830179e-005,0,0,0,5.000000e-001,2,1,2.252252e-005,4,0,1,1,
lamech,lamech,0,0,0,0,1,9.933072e-001,6.692851e-003,0,5.630631e-006,0,0,0,0,0,0,2.662907e-002,4.962406e-003,1.359782e-002,4.962406e-003,9.733709e-001,9.950376e-001,3.609022e-001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407658e-006,0,0,0,0,0,0,0,0,2.083333e-002,1,0,0,5.420053e-004,0,0,2.083333e-002,1,0,0,0,0,0,0,212,0,0,0,0,0,0,0,106,
lasea,lasea,0,0,0,0,1,9.933072e-001,6.692851e-003,0,5.630631e-006,0,0,0,0,0,0,2.662907e-002,4.962406e-003,1.359782e-002,4.962406e-003,9.733709e-001,9.950376e-001,3.609022e-001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407658e-006,0,0,0,0,0,0,0,0,2.083333e-002,1,0,0,5.420053e-004,0,0,2.083333e-002,1,0,0,0,0,0,0,213,0,0,0,0,0,0,0,107,
lazarus,lazarus,3.008089e-003,0,0,4,3.333333e-001,9.933072e-001,1.011736e-002,1,1.021168e-005,0,6.666667e-001,2.252252e-005,2.252252e-005,4,1.992500e-002,3.957811e-002,9.273183e-003,2.021010e-002,4.634702e-003,9.604219e-001,9.907268e-001,5.012531e-002,2.729759e-002,0,6.111111e-001,11,0,4.254081e-003,3.008089e-003,0,0,2.279705e-006,9.118820e-004,0,0,0,0,3.008089e-003,1.585472e-006,0,2.252252e-005,4,1.031391e-001,4.115249e+001,0,1.031391e-001,4.115249e+001,2.083333e-002,1,2.252252e-005,4,1.660340e-003,0,0,2.083333e-002,1,2.252252e-005,4,1.992500e-002,4.883479e-005,5.012531e-003,2,0,6.464788e-001,1.914583e+000,9.572917e-001,2.252252e-005,4,1,0,1,
levi,levi,0,0,0,2,1,9.933072e-001,8.230315e-003,0,1.021158e-005,0,0,1.126126e-005,1.126126e-005,2,9.975000e-003,4.093567e-002,7.431078e-003,2.090332e-002,4.955999e-003,9.590643e-001,9.925689e-001,1.754386e-002,1.531607e-003,0,7.777778e-001,14,0,0,0,1.899754e-005,9.118820e-004,3.383382e-004,1.353353e-001,0,0,0,0,0,1.585469e-006,0,1.126126e-005,2,6.731922e-002,2.686037e+001,0,6.731924e-002,2.686038e+001,2.083333e-002,1,1.126126e-005,2,1.878976e-003,0,0,2.083333e-002,1,1.126126e-005,2,9.975000e-003,1.915090e-005,0,0,0,1,1,1,1.126126e-005,2,0,0,1,
linus,linus,4.063307e-003,0,0,3,6.666667e-001,9.933072e-001,1.011736e-002,1,5.658997e-006,0,3.333333e-001,1.689189e-005,1.689189e-005,3,1.493750e-002,4.145781e-002,9.924812e-003,2.116995e-002,4.962154e-003,9.585422e-001,9.900752e-001,5.012531e-003,1.670844e-003,0,1.111111e-001,2,0,5.746385e-003,4.063307e-003,2.819485e-003,1.353353e-001,1.839397e-003,7.357589e-001,0,0,0,0,4.063307e-003,1.409424e-006,0,1.689189e-005,3,3.759399e-003,1.500000e+000,0,3.759399e-003,1.500000e+000,2.083333e-002,1,1.689189e-005,3,3.286712e-003,0,0,2.083333e-002,1,1.689189e-005,3,1.493750e-002,2.489616e-005,5.012531e-003,2,96,1.299383e+000,1,5.000000e-001,1.689189e-005,3,1,0,55,
lois,lois,0,0,0,1,1,9.933072e-001,8.230315e-003,0,5.644778e-006,0,0,5.630631e-006,5.630631e-006,1,4.987500e-003,4.156224e-002,7.456140e-003,2.122327e-002,4.968562e-003,9.584377e-001,9.925439e-001,2.506266e-003,0,0,5.555556e-002,1,0,5.000000e-003,3.535534e-003,7.664155e-003,3.678795e-001,2.500000e-003,1,0,0,2.500000e-003,1,0,1.408540e-006,0,5.630631e-006,1,2.506266e-003,1,0,2.506266e-003,1,2.083333e-002,1,5.630631e-006,1,3.613577e-003,0,0,2.083333e-002,1,5.630631e-006,1,4.987500e-003,4.787724e-006,0,0,146,1,1,1,5.630631e-006,1,0,0,79,
lot,lot,4.253255e-003,2.518860e-005,2,2,1,9.933072e-001,1.011736e-002,0,5.673287e-006,0,0,1.126126e-005,1.126126e-005,2,9.950000e-003,4.135338e-002,9.937343e-003,2.111662e-002,4.968451e-003,9.586466e-001,9.900627e-001,7.518797e-003,1.253133e-003,0,1.111111e-001,2,1,8.506514e-003,6.015014e-003,1.037231e-003,4.978707e-002,3.419698e-003,1.367879e+000,0,0,2.500000e-003,1,4.253254e-003,1.410309e-006,0,1.126126e-005,2,6.265664e-003,2.500000e+000,0,6.265664e-003,2.500000e+000,2.083333e-002,1,1.126126e-005,2,4.690608e-003,1.877347e-004,0,2.083333e-002,1,1.126126e-005,2,9.950000e-003,9.575448e-006,0,0,210,5.000000e-001,2,1,1.126126e-005,2,0,1,105,
lucas,lucas,0,2.833717e-005,2.250000e+000,3,5.000000e-001,9.933072e-001,1.243165e-002,1,1.021157e-005,0,5.000000e-001,1.689189e-005,1.689189e-005,3,1.488750e-002,4.062239e-002,1.231830e-002,2.074335e-002,4.917836e-003,9.593776e-001,9.876817e-001,2.506266e-002,4.875284e-003,0,8.333333e-001,15,1.111111e-001,0,0,0,4.539993e-005,4.796507e-004,1.918603e-001,0,0,0,0,0,1.585469e-006,0,1.689189e-005,3,7.291544e-002,2.909326e+001,0,7.291545e-002,2.909327e+001,2.083333e-002,1,1.689189e-005,3,2.481587e-003,1.408010e-004,0,2.083333e-002,1,1.689189e-005,3,1.488750e-002,1.579949e-005,7.518797e-003,3,0,8.003473e-001,1.333333e+000,4.444444e-001,1.689189e-005,3,3,0,1,
lucius,lucius,7.013459e-006,9.392548e-004,7.457777e+001,3,8.333333e-001,9.933072e-001,1.243165e-002,1,1.021162e-005,0,1.666667e-001,1.689189e-005,1.689189e-005,3,1.488750e-002,4.093567e-002,1.231830e-002,2.090332e-002,4.917836e-003,9.590643e-001,9.876817e-001,1.754386e-002,3.994524e-003,0,7.222222e-001,13,6.666667e-001,9.918529e-006,7.013459e-006,1.899754e-005,9.118820e-004,1.840236e-003,7.360944e-001,0,0,0,0,7.013459e-006,1.585470e-006,0,1.689189e-005,3,8.120371e-002,3.240028e+001,0,8.120373e-002,3.240029e+001,2.083333e-002,1,1.689189e-005,3,2.071410e-003,4.666945e-003,0,2.083333e-002,1,1.689189e-005,3,1.488750e-002,1.532071e-005,5.012531e-003,2,0,4.856786e-001,2.555556e+000,8.518519e-001,1.689189e-005,3,1,0,1,
luke,luke,0,6.856588e-003,5.444199e+002,2,1,9.933072e-001,1.011736e-002,0,1.021166e-005,0,0,1.126126e-005,1.126126e-005,2,9.950000e-003,4.062239e-002,9.887218e-003,2.074335e-002,4.943263e-003,9.593776e-001,9.901128e-001,2.506266e-002,1.962048e-003,0,7.222222e-001,13,1,0,0,0,4.539993e-005,4.628059e-004,1.851223e-001,0,0,0,0,0,1.585471e-006,0,1.126126e-005,2,9.599555e-002,3.830223e+001,0,9.599558e-002,3.830223e+001,2.083333e-002,1,1.126126e-005,2,1.798760e-003,5.110325e-002,0,2.083333e-002,1,1.126126e-005,2,9.950000e-003,9.575448e-006,0,0,0,5.000000e-001,2,1,1.126126e-005,2,0,0,1,
lydda,lydda,0,0,0,1,1,9.933072e-001,8.230315e-003,0,5.644778e-006,0,0,5.630631e-006,5.630631e-006,1,4.987500e-003,4.156224e-002,7.456140e-003,2.122327e-002,4.968562e-003,9.584377e-001,9.925439e-001,2.506266e-003,0,0,5.555556e-002,1,0,5.000000e-003,3.535534e-003,7.664155e-003,3.678795e-001,2.500000e-003,1,0,0,2.500000e-003,1,0,1.408540e-006,0,5.630631e-006,1,2.506266e-003,1,0,2.506266e-003,1,2.083333e-002,1,5.630631e-006,1,3.613557e-003,0,0,2.083333e-002,1,5.630631e-006,1,4.987500e-003,4.787724e-006,0,0,222,1,1,1,5.630631e-006,1,0,0,108,
lysanias,lysanias,4.834982e-006,0,0,6,3.333333e-001,9.933072e-001,1.243165e-002,1,1.021162e-005,0,6.666667e-001,3.378378e-005,3.378378e-005,6,2.977500e-002,4.051796e-002,1.231830e-002,2.069002e-002,4.917836e-003,9.594820e-001,9.876817e-001,2.756892e-002,4.065621e-003,0,6.666667e-001,12,0,6.837697e-006,4.834982e-006,0,1.670170e-005,6.828733e-004,2.731493e-001,0,0,0,0,4.834982e-006,1.585470e-006,0,3.378378e-005,6,7.754241e-002,3.093942e+001,0,7.754243e-002,3.093943e+001,2.083333e-002,1,3.378378e-005,6,3.044005e-003,0,0,2.083333e-002,1,3.378378e-005,6,2.977500e-002,5.888900e-005,7.518797e-003,3,0,6.479290e-001,2.200000e+000,7.333333e-001,3.378378e-005,6,3,0,1,
lysias,lysias,0,0,0,3,6.666667e-001,9.933072e-001,1.011736e-002,1,1.021143e-005,0,3.333333e-001,1.689189e-005,1.689189e-005,3,1.493750e-002,4.135338e-002,9.899749e-003,2.111662e-002,4.949560e-003,9.586466e-001,9.901003e-001,7.518797e-003,3.216374e-003,0,1,18,0,0,0,1.037231e-003,4.978707e-002,1.044166e-003,4.176665e-001,0,0,0,0,0,1.585466e-006,0,1.689189e-005,3,4.808375e-002,1.918542e+001,0,4.808376e-002,1.918542e+001,2.083333e-002,1,1.689189e-005,3,3.153959e-003,0,0,2.083333e-002,1,1.689189e-005,3,1.493750e-002,2.489616e-005,5.012531e-003,2,0,9.822223e-001,1.166667e+000,5.833333e-001,1.689189e-005,3,1,0,1,
lystra,lystra,0,9.130868e-005,7.250000e+000,4,1,9.933072e-001,1.011736e-002,0,1.021155e-005,0,0,2.252252e-005,2.252252e-005,4,1.990000e-002,4.062239e-002,9.899749e-003,2.074335e-002,4.949560e-003,9.593776e-001,9.901003e-001,2.506266e-002,1.595105e-003,0,7.777778e-001,14,1,0,0,0,4.539993e-005,1.044166e-003,4.176665e-001,0,0,0,0,0,1.585469e-006,0,2.252252e-005,4,6.355479e-002,2.535836e+001,0,6.355480e-002,2.535837e+001,2.083333e-002,1,2.252252e-005,4,2.633831e-003,3.402691e-004,0,2.083333e-002,1,2.252252e-005,4,1.990000e-002,3.830179e-005,0,0,0,5.000000e-001,2,1,2.252252e-005,4,0,0,1,
maath,maath,0,0,0,0,1,9.933072e-001,6.692851e-003,0,5.630631e-006,0,0,0,0,0,0,2.662907e-002,4.962406e-003,1.359782e-002,4.962406e-003,9.733709e-001,9.950376e-001,3.609022e-001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407658e-006,0,0,0,0,0,0,0,0,2.083333e-002,1,0,0,5.420053e-004,0,0,2.083333e-002,1,0,0,0,0,0,0,226,0,0,0,0,0,0,0,109,
madian,madian,0,0,0,0,1,9.933072e-001,6.692851e-003,0,5.630631e-006,0,0,0,0,0,0,2.662907e-002,4.962406e-003,1.359782e-002,4.962406e-003,9.733709e-001,9.950376e-001,3.609022e-001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407658e-006,0,0,0,0,0,0,0,0,2.083333e-002,1,0,0,5.420053e-004,0,0,2.083333e-002,1,0,0,0,0,0,0,227,0,0,0,0,0,0,0,110,
magdala,magdala,0,0,0,0,1,9.933072e-001,6.692851e-003,0,5.630631e-006,0,0,0,0,0,0,2.662907e-002,4.962406e-003,1.359782e-002,4.962406e-003,9.733709e-001,9.950376e-001,3.609022e-001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407658e-006,0,0,0,0,0,0,0,0,2.083333e-002,1,0,0,5.420053e-004,0,0,2.083333e-002,1,0,0,0,0,0,0,228,0,0,0,0,0,0,0,111,
magdalene,magdalene,2.171121e-003,1.290916e-003,1.025000e+002,29,4.761905e-001,9.933072e-001,2.297737e-002,3,1.021170e-005,0,5.238096e-001,1.632883e-004,1.632883e-004,29,1.440375e-001,4.083125e-002,1.873434e-002,2.085000e-002,4.395506e-003,9.591687e-001,9.812657e-001,2.005013e-002,2.274058e-002,0,6.111111e-001,11,5.666667e-001,3.070429e-003,2.171121e-003,6.988805e-006,3.354626e-004,3.552272e-004,1.420909e-001,0,0,0,0,2.171121e-003,1.585472e-006,0,1.632883e-004,29,1.109701e-001,4.427708e+001,1,1.109702e-001,4.427709e+001,2.083333e-002,1,1.632883e-004,29,8.258147e-003,6.635449e-004,0,2.083333e-002,1,1.632883e-004,29,1.440375e-001,1.847104e-003,1.503759e-002,6,0,6.561398e-001,4.084126e+000,6.806876e-001,1.632883e-004,29,7,0,1,
magog,magog,0,0,0,0,1,9.933072e-001,6.692851e-003,0,5.630631e-006,0,0,0,0,0,0,2.662907e-002,4.962406e-003,1.359782e-002,4.962406e-003,9.733709e-001,9.950376e-001,3.609022e-001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407658e-006,0,0,0,0,0,0,0,0,2.083333e-002,1,0,0,5.420053e-004,0,0,2.083333e-002,1,0,0,0,0,0,0,230,0,0,0,0,0,0,0,112,
malchus,malchus,1.059613e-003,2.054069e-003,1.630952e+002,2,0,9.933072e-001,1.011736e-002,1,1.021172e-005,0,1,1.126126e-005,1.126126e-005,2,9.950000e-003,3.884712e-002,9.172932e-003,1.983683e-002,4.584325e-003,9.611529e-001,9.908271e-001,6.766918e-002,3.213405e-002,0,5.555556e-001,10,1,1.498519e-003,1.059613e-003,0,0,0,0,0,0,0,0,1.059613e-003,1.585473e-006,0,1.126126e-005,2,1.259737e-001,5.026349e+001,0,1.259737e-001,5.026349e+001,2.083333e-002,1,1.126126e-005,2,1.041065e-003,1.530931e-002,0,2.083333e-002,1,1.126126e-005,2,9.950000e-003,1.053299e-005,5.012531e-003,2,0,7.180678e-001,1.125000e+000,5.625000e-001,1.126126e-005,2,1,0,1,
maleleel,maleleel,0,0,0,1,1,9.933072e-001,8.230315e-003,0,5.644778e-006,0,0,5.630631e-006,5.630631e-006,1,4.987500e-003,4.156224e-002,7.456140e-003,2.122327e-002,4.968562e-003,9.584377e-001,9.925439e-001,2.506266e-003,0,0,5.555556e-002,1,0,5.000000e-003,3.535534e-003,7.664155e-003,3.678795e-001,2.500000e-003,1,0,0,2.500000e-003,1,0,1.408540e-006,0,5.630631e-006,1,2.506266e-003,1,0,2.506266e-003,1,2.083333e-002,1,5.630631e-006,1,3.613536e-003,0,0,2.083333e-002,1,5.630631e-006,1,4.987500e-003,4.787724e-006,0,0,185,1,1,1,5.630631e-006,1,0,0,99,
mammon,mammon,0,0,0,0,1,9.933072e-001,6.692851e-003,0,5.630631e-006,0,0,0,0,0,0,2.662907e-002,4.962406e-003,1.359782e-002,4.962406e-003,9.733709e-001,9.950376e-001,3.609022e-001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407658e-006,0,0,0,0,0,0,0,0,2.083333e-002,1,0,0,5.420053e-004,0,0,2.083333e-002,1,0,0,0,0,0,0,233,0,0,0,0,0,0,0,113,
manaen,manaen,1.428662e-005,8.883479e-004,7.053571e+001,3,1,9.933072e-001,1.011736e-002,0,1.021161e-005,0,0,1.689189e-005,1.689189e-005,3,1.493750e-002,4.051796e-002,9.849624e-003,2.069002e-002,4.924371e-003,9.594820e-001,9.901504e-001,2.756892e-002,2.414000e-003,0,7.222222e-001,13,1,2.020434e-005,1.428662e-005,0,1.670170e-005,3.445351e-004,1.378140e-001,0,0,0,0,1.428662e-005,1.585469e-006,0,1.689189e-005,3,7.705165e-002,3.074361e+001,0,7.705166e-002,3.074361e+001,2.083333e-002,1,1.689189e-005,3,1.694468e-003,4.413999e-003,0,2.083333e-002,1,1.689189e-005,3,1.493750e-002,2.393862e-005,0,0,0,5.555556e-001,2,1,1.689189e-005,3,0,0,1,
maranatha,maranatha,1.001916e-003,2.241785e-003,178,2,6.666667e-001,9.933072e-001,1.011736e-002,0,1.021171e-005,0,3.333333e-001,1.126126e-005,1.126126e-005,2,9.950000e-003,3.957811e-002,9.360902e-003,2.021010e-002,4.678783e-003,9.604219e-001,9.906391e-001,5.012531e-002,2.479856e-002,0,5.555556e-001,10,1,1.416923e-003,1.001916e-003,0,0,2.500000e-003,1,0,0,2.500000e-003,1,1.001916e-003,1.585473e-006,0,1.126126e-005,2,1.210417e-001,4.829563e+001,0,1.210417e-001,4.829564e+001,2.083333e-002,1,1.126126e-005,2,2.008239e-003,1.670839e-002,0,2.083333e-002,1,1.126126e-005,2,9.950000e-003,9.575448e-006,0,0,0,5.000000e-001,2,1,1.126126e-005,2,0,1,1,
